Cáparra	Point(-6.10097222 40.16658333)
El Pocino	Point(0.257991 42.395938833)
Campo de San Juan	Point(-2.100765 38.195723)
Castejón de Arbaniés	Point(-0.26453 42.1474)
Eriete	Point(-1.770277777 42.786944444)
Escober de Tábara	Point(-5.985277777 41.783055555)
Guenduláin	Point(-1.633055555 42.951388888)
Huerta Real	Point(-2.743888888 37.6075)
Ilundáin	Point(-1.529722222 42.775555555)
Imárcoain	Point(-1.614444444 42.736666666)
La Avellaneda	Point(-5.45979 39.6736)
La Grajuela	Point(-0.833333333 37.807777777)
La Melusa	Point(0.375570833 41.780402)
La Sauceda	Point(-5.59055556 36.5225)
La Tuda	Point(-5.85863056 41.38298056)
La Velilla	Point(-3.825775 41.14359722)
Labata	Point(-0.163002777 42.187863888)
Labiano	Point(-1.548333333 42.757777777)
Lafortunada	Point(0.196776 42.543590833)
Lagarejos de la Carballeda	Point(-6.471944444 42.051388888)
Laquidáin	Point(-1.522777777 42.7825)
Larragueta	Point(-1.729722222 42.858333333)
Larués	Point(-0.84833333 42.51638889)
Las Alhambras	Point(-0.896051 40.0675)
Las Almunias de Rodellar	Point(-0.070235 42.25611)
Las Barreras	Point(-3.436666666 36.905277777)
Las Norias de Daza	Point(-2.743363 36.756628)
Las Planas de Castellote	Point(-0.31522 40.7292)
Las Ruedas de Ocón	Point(-2.220555555 42.291111111)
Las Vesgas	Point(-3.347041666 42.635475)
Lecina	Point(0.036076 42.22986)
Liaño	Point(-3.839722222 43.38)
Limianos de Sanabria	Point(-6.70627222 42.09293611)
Linto	Point(-3.703333333 43.272222222)
Linás de Marcuello	Point(-0.696475 42.316809)
Lobeznos	Point(-6.66777778 42.03888889)
Loma Somera	Point(-4.024166666 42.872777777)
Los Cerezos	Point(-0.8635 40.0462)
Los Llaos	Point(-4.338055555 43.385833333)
Los Maniles	Point(-5.933333333 41.35)
Los Pumares	Point(-3.688888888 43.277222222)
Losanglis	Point(-0.713725 42.250827777)
Luco de Bordón	Point(-0.294 40.7009)
Luno	Point(-2.688777777 43.312888888)
Lácar	Point(-1.958333333 42.683888888)
Madrona	Point(-4.171275 40.89765278)
Malillos	Point(-5.95142 41.3858)
Malpica de Arba	Point(-1.122222222 42.302777777)
Mamillas	Point(-1.271165 42.443223)
Marquiz de Alba	Point(-5.973333333 41.708888888)
Martillué	Point(-0.433888888 42.547777777)
Martillán	Point(-6.681111111 40.686111111)
Martín Muñoz de Ayllón	Point(-3.400833333 41.295833333)
Mascarell	Point(-0.140919 39.8601)
Matamala	Point(-3.749675 41.099130555)
Matidero	Point(-0.087222222 42.394861111)
Mecina	Point(-3.321944444 36.929444444)
Mediano	Point(0.192232 42.312349)
Mendilibarri	Point(-2.17 42.65888889)
Milla de Tera	Point(-6.16949444 42.00907778)
Minas de Santa Quiteria	Point(-4.983888888 39.460277777)
Miñambres de la Valduerna	Point(-5.975552777 42.312244444)
Mogro	Point(-3.97444 43.4292)
Moldones	Point(-6.48581667 41.84188611)
Monflorite	Point(-0.35637 42.09446)
Monumenta	Point(-6.1624 41.4374)
Mutilva Baja	Point(-1.6175 42.789166666)
Mámoles	Point(-6.30688889 41.40199167)
Navapalos	Point(-3.098888888 41.503611111)
Navas de Sobremonte	Point(-4.145277777 42.835555555)
Navas del Pinar	Point(-3.2267 41.8543)
Navasa	Point(-0.481111111 42.533333333)
Navasilla	Point(-0.465555555 42.532222222)
Navatejera	Point(-5.562222222 42.628611111)
Nocito	Point(-0.255 42.322222222)
O Mato	Point(-8.840555555 42.817222222)
Obando	Point(-5.495277777 39.116666666)
Obregón	Point(-3.865277777 43.346111111)
Ogarrio	Point(-3.539166666 43.286944444)
Olaz-Subiza	Point(-1.66 42.710277777)
Olaz	Point(-1.588888888 42.820555555)
Olleros de Tera	Point(-6.10091389 41.98531667)
Olmillos de Valverde	Point(-5.75593889 41.90631111)
Omañón	Point(-6.098205555 42.804863888)
Orante	Point(-0.45916667 42.54888889)
Ororbia	Point(-1.7475 42.816666666)
Otazu	Point(-1.790277777 42.785)
Otero de Sanabria	Point(-6.573333333 42.049444444)
Otero de Sariegos	Point(-5.60632 41.8222)
Otero del Monte	Point(-4.03 42.828055555)
Otiñano	Point(-2.2975 42.62666667)
Pago de San Clemente	Point(-5.78333333 39.39666667)
Pajares de Pedraza	Point(-3.85372222 41.16626667)
Palazuelo de las Cuevas	Point(-6.27741389 41.82060278)
Palmañola	Point(2.671666666 39.6625)
Pano	Point(0.28277778 42.25777778)
Panzano	Point(-0.167778 42.21)
Pasarilla del Rebollar	Point(-5.00623 40.679)
Pastoriza	Point(-8.838055555 42.821666666)
Pedrosa de Tobalina	Point(-3.33222222 42.84833333)
Pedruel	Point(-0.086766 42.260454)
Peleas de Arriba	Point(-5.73515833 41.32178889)
Perorrubio	Point(-3.7084 41.24582778)
Peñacastillo	Point(-3.864722222 43.446111111)
Peñarroyas	Point(-0.758572 40.8554)
Picena	Point(-3.006111111 37.001111111)
Piedraescrita	Point(-4.779611111 39.543527777)
Piedramorrera	Point(-0.732678221 42.2372688)
Pieragullano	Point(-3.427777777 43.351666666)
Pinillos de Polendos	Point(-4.12485 41.07951389)
Población de Arriba	Point(-3.944722222 42.8725)
Laranga	Point(-2.37583333 43.30388889)
Mas del Olmo	Point(-1.176279 40.068141)
Merelle	Point(-8.885277777 42.762361111)
Navamuel	Point(-4.081111111 42.838888888)
Orient	Point(2.76 39.735)
Paternáin	Point(-1.743611111 42.783888888)
Pedredo	Point(-4.066036111 43.194586111)
Ponzano	Point(-0.076451 42.066048)
Presillas	Point(-3.881111111 42.853888888)
Quintanilla de Rucandio	Point(-3.859722222 42.921666666)
Rebollar de Ebro	Point(-3.954444444 42.794166666)
Ribadelago Nuevo	Point(-6.737222222 42.115555555)
Salcedo	Point(-3.948611111 42.828888888)
Salinas de Jaca	Point(-0.789055555 42.412472222)
San Cristóbal del Monte	Point(-4.121388888 42.831111111)
San Julián de Banzo	Point(-0.348575 42.226331)
San Martín de Améscoa	Point(-2.16833333 42.76694444)
San Martín de Castañeda	Point(-6.720277777 42.135277777)
San Román de los Infantes	Point(-5.86526 41.4529)
San Vicente de Toranzo	Point(-3.938055555 43.208888888)
Santa Colomba de Sanabria	Point(-6.70981 42.0586)
Santa Leocadia	Point(-1.65725 43.126222222)
Sarvisé	Point(-0.126666666 42.578055555)
Sofuentes	Point(-1.315413 42.432955)
Tamame	Point(-5.88639 41.3227)
Tierrantona	Point(0.271006833 42.369933)
Torrefrades	Point(-6.054602777 41.346588888)
Utrera de la Encomienda	Point(-6.40632 42.1039)
Valmuel	Point(-0.215 41.126944444)
Ventas de Zafarraya	Point(-4.120555555 36.957222222)
Vilafabeiro	Point(-8.807222222 42.835277777)
Vilardante	Point(-8.80806 42.8325)
Villarejo de la Sierra	Point(-6.4542 42.125)
Villoria de Órbigo	Point(-5.881388888 42.411388888)
Yaso	Point(-0.128878833 42.202097833)
Zabalegui	Point(-1.583611111 42.73)
Villavieja de Muñó	Point(-3.892913055 42.259663888)
Alcalfar	Point(4.295278 39.829167)
Alcotas	Point(-0.917603 39.821189)
Calonge	Point(3.20341667 39.40036944)
Cas Concos d'es Cavaller	Point(3.13638889 39.41805556)
Cortichelles	Point(-0.6173 39.3997)
Algars	Point(-0.451105555 38.715672222)
Llombards	Point(3.09744444 39.34077778)
Es Carritxó	Point(3.16555556 39.425)
La Barcella	Point(0.1515 40.5525)
Marratxinet	Point(2.752111 39.642056)
Puy de Cinca	Point(0.24416667 42.22194444)
San Vicente de Piedrahíta	Point(-0.50035 40.139341666)
San Felipe Neri	Point(-0.797361 38.1773)
San Felipe Neri	Point(-0.79698056 38.17748056)
Son Negre	Point(3.110277777 39.434166666)
Son Valls	Point(3.11213611 39.51498333)
Viñal	Point(0.713568399 42.5048338)
Cajiz	Point(-4.185 36.75972)
Carbonera	Point(-4.736388888 42.593055555)
Casares de Arbas	Point(-5.778333333 42.939166666)
Garoña	Point(-3.2226247 42.7665532)
Guadalema de los Quintero	Point(-5.832558 37.056234)
Ayanz	Point(-1.379468266 42.752887588)
Ayenas	Point(-1.7439 43.187)
Azcona	Point(-1.99277778 42.74)
Aldeacueva	Point(-3.38111111 43.19777778)
Alloz	Point(-1.95944444 42.69416667)
Altube	Point(-2.86888889 42.97611111)
Araico	Point(-2.77055556 42.71972222)
Arandigoyen	Point(-1.98916667 42.6675)
Araoz	Point(-2.451736669 42.99368829)
Areta	Point(-2.94555556 43.14861111)
Arizaleta	Point(-1.9775 42.75805556)
Arriano	Point(-2.98666667 42.88694444)
Campanas	Point(-1.64944444 42.69027778)
Artadi	Point(-2.24083333 43.28777778)
Zatika	Point(-2.524277087 43.365019194)
Archúa	Point(-2.97388889 42.88666667)
Azquilarreta	Point(-1.7273 43.1839)
Barinaga	Point(-2.492383333 43.237144444)
Bearin	Point(-2.02777778 42.69194444)
Beasoáin	Point(-1.80861111 42.8525)
Bedayo	Point(-2.04 43.05)
Biurrun	Point(-1.67916667 42.6925)
Bordalarrea	Point(-1.7082 43.1998)
Torres de Elorz	Point(-1.59555556 42.73333333)
Eguzkialdea	Point(-1.7364 43.2028)
Elkano	Point(-2.201555555 43.265722222)
Eraul	Point(-2.05038 42.71656)
Riezu	Point(-1.95111111 42.76166667)
Ezperun	Point(-1.58805556 42.71333333)
Fica	Point(-2.80888889 43.31083333)
Gallete	Point(-2.54388889 43.35138889)
Gámiz	Point(-2.818224884 43.326938048)
Gardata	Point(-2.517804687 43.363817427)
Guerendiáin	Point(-1.6025 42.70638889)
Guillarte	Point(-2.97 42.88916667)
Grocin	Point(-1.99722222 42.68194444)
Pobladura de Aliste	Point(-6.333461 41.848557)
Polientes	Point(-3.938611111 42.806111111)
Pomar	Point(-3.313055555 43.3625)
Puente de Inca Nuevo	Point(2.69636111 39.60452778)
Pontejos	Point(-5.703002777 41.434505555)
Pueblica de Campeán	Point(-5.82592222 41.4168)
Puerto Mejoral	Point(-5.468055555 38.689166666)
Purroy	Point(-1.542222 41.474167)
Quintana de Fuseros	Point(-6.328888888 42.704166666)
Quintanasolmo	Point(-3.988055555 42.830833333)
Quintanilla de An	Point(-3.973055555 42.7975)
Quintanilla de la Berzosa	Point(-4.325895 42.789228)
Radiquero	Point(-0.004372 42.172395)
Rasal	Point(-0.581916666 42.375638888)
Remesal	Point(-6.668055555 42.069166666)
Renedo de Valdavia	Point(-4.595833333 42.592777777)
Repélega	Point(-3.01694444 43.31722222)
Revelillas	Point(-4.077119444 42.77765)
Ribas	Point(-6.41595556 41.76149444)
Ricobayo de Alba	Point(-5.988277777 41.534361111)
Riego de Lomba	Point(-6.67585556 42.07057222)
Riomanzanas	Point(-6.53465556 41.897175)
Riopanero	Point(-3.916111111 42.871388888)
Rocamundo	Point(-3.930833333 42.793611111)
Roderos	Point(-5.486111111 42.496666666)
Roza	Point(-4.563055555 43.255555555)
Ruiseñada	Point(-4.289444444 43.365277777)
Ruyales del Agua	Point(-3.805940277 42.035303333)
S'Arracó	Point(2.393055555 39.5775)
Sa Mesquida	Point(4.288374 39.910975)
La Rápita	Point(2.940833333 39.364722222)
Sabayés	Point(-0.423097222 42.249811111)
Sagaseta	Point(-1.551388888 42.825)
Sagüés	Point(-1.7225 42.785)
Salazar	Point(-3.618055555 42.976944444)
Salces	Point(-4.167777777 43.072777777)
Salinas de Pamplona	Point(-1.649722222 42.752777777)
Salinas de Trillo	Point(0.275441 42.30221983)
Salto de Castro	Point(-6.18665556 41.57683611)
Samper	Point(0.2894656 42.4294279)
San Agustín de Echevarría	Point(-2.55916667 43.13138889)
San Andrés de Valdelomar	Point(-4.156111111 42.804166666)
San Belián	Point(0.042674 42.4067)
San Blas	Point(-6.471388888 41.773333333)
San Cibrián	Point(-5.249447222 42.980063888)
San Cristóbal de Aliste	Point(-6.38136389 41.80506944)
San Fertús	Point(0.0766293 42.4655401)
San Jorge	Point(-0.646666666 41.997222222)
San Juan	Point(0.28450183 42.450926)
San Juanico el Nuevo	Point(-6.05464 42.0287)
San Lorenzo del Flumen	Point(-0.200436111 41.871697222)
San Mamés de Aras	Point(-3.511388888 43.356944444)
San Martín	Point(-4.30906667 41.22616667)
San Martín de Tábara	Point(-5.99133056 41.75643889)
San Martín de Valdelomar	Point(-4.144444444 42.797222222)
San Miguel del Esla	Point(-5.60145 42.0779)
San Paio	Point(-8.845555555 42.804166666)
San Pantaleón del Páramo	Point(-3.803611111 42.564444444)
San Román	Point(-0.116275 42.175454)
San Román del Valle	Point(-5.72011 42.0736)
San Vicente de Aquilué	Point(-0.4525 42.37805556)
San Vicente del Condado	Point(-5.369888888 42.642008333)
Santa Anastasia	Point(-1.2303111 42.1400249)
Santa Cilia de Panzano	Point(-0.166944 42.2331)
Santa Engracia de Jaca	Point(-0.784306 42.596858)
Santa Eulalia de la Peña	Point(-0.405925 42.262358333)
Santa Eulalia del Río Negro	Point(-6.26825556 42.03142778)
Santa Inés, Vinuesa	Point(-2.802777777 42.008611111)
Santa María de Buil	Point(0.087379833 42.366905)
Santa María de Trassierra	Point(-4.897777777 37.926388888)
Santa María de la Peña	Point(-0.7425 42.393611111)
Santibáñez-Zarzaguda	Point(-3.783888888 42.48)
Santo Tomás de las Ollas	Point(-6.57905 42.555552777)
Sarracín de Aliste	Point(-6.19028 41.8441)
Sarriguren	Point(-1.5975 42.812777777)
Sasa del Abadiado	Point(-0.328056 42.1861)
Sesga	Point(-1.19313 40.023749)
Sesnández de Tábara	Point(-6.076666666 41.807777777)
Sierra de los Blancos	Point(-0.772777777 42.191944444)
Sieso de Huesca	Point(-0.150352777 42.1634)
Sinués	Point(-0.64833333 42.65333333)
Sipán	Point(-0.266772222 42.179080555)
Sobarzo	Point(-3.837222222 43.345277777)
Sobradillo de Palomares	Point(-5.89816944 41.37376389)
Sobrepenilla	Point(-3.990555555 42.779166666)
Sol de Mallorca	Point(2.5247 39.4813)
Solipueyo	Point(0.29827183 42.37589583)
Soto Rucandio	Point(-3.869722222 42.914166666)
Subiza	Point(-1.671666666 42.717777777)
Suelves	Point(0.1 42.2)
Taganana	Point(-16.21825833 28.56153889)
Tajonar	Point(-1.609722222 42.768611111)
Tala Bartolo	Point(-2.867222222 37.789722222)
Tejares	Point(-3.90684167 41.42807222)
Terradillos de Sedano	Point(-3.8211465 42.6510929)
Gorocica	Point(-2.70361111 43.25694444)
Villanueva de Yerri	Point(-1.94722222 42.73722222)
Ibárruri	Point(-2.67472222 43.24083333)
Iruñela	Point(-2.01055556 42.74138889)
Iñurrieta	Point(-2.98111111 42.9025)
Lahoz	Point(-3.24138889 42.88416667)
Lalastra	Point(-3.22944444 42.87027778)
Lendoño de Arriba	Point(-3.05611111 43.01388889)
Lizarragabengoa	Point(-2.04833333 42.91888889)
Mesanza	Point(-2.66055556 42.67833333)
Moraza	Point(-2.72138889 42.67388889)
Moscador	Point(-2.72444444 42.71111111)
Murillo de Yerri	Point(-1.97583333 42.68277778)
Murugarren	Point(-2.011916666 42.702638888)
Muzqui	Point(-1.91305556 42.73611111)
Noáin	Point(-1.63361111 42.75916667)
Olcoz	Point(-1.68083333 42.66611111)
Óriz	Point(-1.61777778 42.72361111)
Pasajes Ancho	Point(-1.9175 43.3175)
Pasajes San Pedro	Point(-1.93027778 43.32333333)
Pedruzo	Point(-2.69333333 42.71416667)
Plazaola	Point(-1.93583333 43.1275)
Putxeta	Point(-3.09222222 43.31472222)
San Esteban de Treviño	Point(-2.81861111 42.73611111)
San Martín de Galvarín	Point(-2.68916667 42.68055556)
Sastoya	Point(-1.277475212 42.779189038)
Siero de la Reina	Point(-4.895 42.935833333)
Solarte	Point(-2.53972222 43.34972222)
Suro	Point(-1.869964 43.202797)
Tortura	Point(-2.8889 42.8974)
Trincherpe	Point(-1.93027778 43.32333333)
Ubani	Point(-1.78416667 42.77222222)
Úgar	Point(-1.97555556 42.73138889)
Ugarte	Point(-2.083613888 43.068047222)
Urbina de Basabe	Point(-2.95611111 42.88222222)
Uribarri	Point(-2.42305556 43.01527778)
Usparitza	Point(-2.690603927 43.268873212)
Villamanca	Point(-2.94555556 42.87416667)
Zorroaga	Point(-1.965741666 43.298230555)
La Arboleda	Point(-3.05416667 43.28472222)
Zurucuáin	Point(-1.99861111 42.69138889)
Santa Lucía	Point(-0.78944444 42.70611111)
A Alboiana	Point(-7.79043 43.336606)
A Arnosa	Point(-8.84183333 42.45247778)
A Brea	Point(-8.3333 42.7367)
A Bruñeira	Point(-8.83741944 42.44506944)
Busmayor	Point(-7.017036 42.627094)
Campo da Cruz	Point(-8.26916667 43.37833333)
Campo das Mantas	Point(-8.26555556 43.37027778)
Campo de Sar	Point(-8.28833333 43.33027778)
Carderrei	Point(-8.23027778 42.72069444)
As Quintás	Point(-8.355888 42.847344)
As Valías	Point(-8.29472222 43.31722222)
Aveás	Point(-7.776953 43.420972)
Balántiga	Point(-8.301761 42.7002613)
Barravaite	Point(-8.33133 42.74122)
Beloi	Point(-8.26555556 43.3575)
Castelo	Point(-8.05888889 43.495)
Castelo	Point(-8.29833333 43.33777778)
Castiñeiras	Point(-7.675379 43.391755)
Cerquides	Point(-8.839338888 42.786361111)
Ces	Point(-8.8435 42.742566666)
Chapa	Point(-8.2949859 42.7252468)
Chenzas	Point(-7.259388953 42.435475999)
Cimadevila	Point(-8.3057764 42.7019189)
Cimás	Point(-8.29722222 43.35194444)
Codosedo	Point(-7.5986035 42.1408356)
Costa	Point(-8.28833333 43.3275)
Costela, Margaride, Silleda	Point(-8.26728366 42.699885395)
Castrillo de Sepúlveda	Point(-3.789591666 41.337463888)
Castrelos	Point(-6.88712 41.982)
Castrillo de Valdelomar	Point(-4.121666666 42.798333333)
Castro de Alcañices	Point(-6.18678611 41.596775)
Castro de Sanabria	Point(-6.64979167 42.06599722)
Castroserna de Arriba	Point(-3.71799167 41.18937778)
Currospedriños	Point(-8.344487 42.643779)
Escuadro	Point(-8.3068948 42.6908209)
Espiñeiro	Point(-8.26138889 43.36444444)
Fabás	Point(-7.590568 43.339366)
Feitosa	Point(-7.5207 43.2761)
Fonte Grande	Point(-8.26694444 43.37388889)
Fonte de Ons	Point(-8.86305556 42.44638889)
Fortiñón	Point(-8.2825 43.36027778)
Fraguas	Point(-7.6608571 43.3853759)
Gontán	Point(-7.467988888 43.367402777)
Guiliade	Point(-8.157975 43.10135)
Lagoela	Point(-7.6174649 43.3462944)
Limideiro	Point(-8.9359867 43.0112238)
Locencia	Point(-7.6018833 43.297533)
Loiravella	Point(-8.061991 43.594475)
Lácere	Point(-8.28388889 43.36861111)
Machado	Point(-8.28611111 43.34916667)
Mandín	Point(-8.29333333 43.32861111)
Moares	Point(-8.7756746 42.8020889)
Moredo	Point(-7.252655891 42.428532946)
Mosteirón	Point(-8.29166667 43.35138889)
Muruxás	Point(-7.6522485 43.3444308)
Muíño do Vento	Point(-8.30861111 43.35027778)
Novelle	Point(-9.009148 43.0449243)
O Agro Vello	Point(-7.7949971 43.3336361)
O Agro do Mestre	Point(-8.5651303 43.0053561)
O Alto de San Roque	Point(-7.76483704 42.66537076)
O Barreiro	Point(-8.7775435 42.7985342)
O Barrio Novo	Point(-8.8209302 41.9478904)
O Cabalo, Boa, Noya	Point(-8.935555555 42.776944444)
Sar	Point(-8.3108592 42.6968801)
Seixeda	Point(-8.27388889 43.34388889)
Serramo	Point(-8.9893432 43.0654491)
Sestelo	Point(-8.3033618 42.6859159)
Sobredo	Point(-6.823925 42.432405555)
Soldecasa	Point(-8.2926945 42.6958601)
Soutilo	Point(-8.29638889 43.37944444)
Souto	Point(-8.26777778 43.36277778)
Souto da Igrexa	Point(-8.30555556 43.35305556)
Subeiro	Point(-9.0104195 43.0499625)
Subres	Point(-8.26472222 42.84638889)
Sulombo	Point(-7.6720359 43.3960946)
Taboadavella	Point(-8.207730555 42.685747222)
Tarrío	Point(-8.5882469 42.9964643)
Tezán	Point(-7.515277777 43.411388888)
La Muere	Point(0.217777777 42.453333333)
Lamasadera	Point(-0.045177777 41.835186111)
Valareña	Point(-1.3094531 42.132227)
La Pardina	Point(0.180277777 42.428055555)
Abella	Point(0.564208333 42.454336111)
Aldehuela	Point(-1.05833333 40.26722222)
Alíns	Point(0.627813 42.434591)
Alins del Monte	Point(0.33648 42.0188)
Ardanué	Point(0.628055555 42.483611111)
Ardanuy	Point(0.6605557 42.4811476)
Armillas	Point(-0.888005555 40.896727777)
Artasona del Llano	Point(-0.577372222 42.003819444)
Bellestar	Point(0.396174699 42.2304753)
Benavente de Aragón	Point(0.382045299 42.2237403)
Besiáns	Point(0.354491944 42.2827)
Bescós de Guarga	Point(-0.205555555 42.423527777)
Biascas de Obarra	Point(0.629891666 42.382277777)
Betorz	Point(0.023078 42.260168)
Borrastre	Point(-0.1132 42.4886)
Burceat	Point(0.111877777 42.0821)
Cajigar	Point(0.59717 42.26046)
Carcavilla	Point(-0.737972222 42.371888888)
La Cartuja de Monegros	Point(-0.289308333 41.756044444)
Caserras del Castillo	Point(0.551155946 42.034341497)
O Comareiro	Point(-8.9873043 43.0621305)
O Combel de Abaixo	Point(-8.5501847 42.9962643)
Mutilva Alta	Point(-1.617222222 42.798888888)
Parajís	Point(-6.95 42.71666667)
Puentenansa	Point(-4.405833333 43.253333333)
Recajo	Point(-2.335 42.449444444)
Reolid	Point(-2.56666667 38.61666667)
Ribatajada	Point(-2.175147222 40.337680555)
San Cristóbal	Point(-4.076666666 43.192777777)
San Mateo	Point(-4.0787101 43.2727639)
San Vicente de León	Point(-4.094444444 43.178611111)
Sobrelapeña	Point(-4.481388888 43.252777777)
Solanilla	Point(-2.503888888 38.691666666)
Taraguilla	Point(-5.42361 36.2061)
Torre - Pedro	Point(-2.28333 38.45)
Castelvispal	Point(-0.518053055 40.276888333)
Castilló del Plá	Point(0.4547413 42.0284399)
Caudé	Point(-0.76249 40.51958)
Cervera del Rincón	Point(-0.965291666 40.768358333)
Jabarrillo	Point(-0.642194444 42.269805555)
Juseu	Point(0.376289199 42.0930969)
Cregenzán	Point(0.135786111 42.079822222)
Cuevas de Portalrubio	Point(-0.989805555 40.818363888)
Denúy	Point(0.63326 42.49657)
Dos Torres de Mercader	Point(-0.385608333 40.775591666)
